,x_UTM18N,y_UTM18N,FGRAVFL15
51377,243221.47,4202437.96,-2.02
51378,243243.12,4202420.37,-1.99
51379,243264.7,4202402.81,-1.95
51380,243286.22,4202385.31,-1.92
51381,243307.68,4202367.87,-1.88
51382,243329.1,4202350.49,-1.85
51383,243350.44,4202333.17,-1.82
51384,243371.71,4202315.87,-1.78
51385,243392.87,4202298.59,-1.75
51386,243413.94,4202281.28,-1.72
51387,243434.89,4202263.97,-1.69
51388,243455.72,4202246.66,-1.66
51389,243476.45,4202229.32,-1.63
51390,243497.11,4202212.0,-1.6
51391,243517.69,4202194.69,-1.58
51392,243538.24,4202177.39,-1.55
51393,243558.77,4202160.11,-1.52
51394,243579.33,4202142.82,-1.5
51395,243599.93,4202125.52,-1.48
51396,243620.59,4202108.2,-1.45
51397,243641.36,4202090.85,-1.43
51398,243662.24,4202073.48,-1.41
51399,243683.22,4202056.06,-1.39
51400,243704.31,4202038.6,-1.37
51401,243725.5,4202021.09,-1.35
51402,243746.76,4202003.54,-1.33
51403,243768.05,4201985.95,-1.31
51404,243789.35,4201968.33,-1.3
51405,243810.67,4201950.71,-1.28
51406,243831.99,4201933.12,-1.26
51407,243853.34,4201915.55,-1.24
51408,243874.73,4201898.04,-1.23
51409,243896.16,4201880.59,-1.21
51410,243917.66,4201863.21,-1.19
51411,243939.21,4201845.87,-1.18
51412,243960.82,4201828.56,-1.16
51413,243982.47,4201811.26,-1.14
51414,244004.14,4201793.94,-1.12
51415,244025.86,4201776.63,-1.1
51416,244047.61,4201759.32,-1.08
51417,244069.41,4201742.01,-1.06
51418,244091.28,4201724.72,-1.03
51419,244113.2,4201707.45,-1.01
51420,244135.16,4201690.18,-0.98
51421,244157.15,4201672.88,-0.96
51422,244179.17,4201655.55,-0.93
51423,244201.2,4201638.15,-0.9
51424,244223.24,4201620.66,-0.87
51425,244245.31,4201603.06,-0.84
51426,244267.38,4201585.35,-0.8
51427,244289.46,4201567.55,-0.77
51428,244311.52,4201549.65,-0.73
51429,244333.56,4201531.68,-0.69
51430,244355.55,4201513.7,-0.65
51431,244377.49,4201495.74,-0.6
51432,244399.39,4201477.86,-0.56
51433,244421.26,4201460.09,-0.51
51434,244443.14,4201442.46,-0.46
51435,244465.02,4201424.98,-0.41
51436,244486.91,4201407.6,-0.36
51437,244508.79,4201390.3,-0.3
51438,244530.63,4201373.02,-0.24
51439,244552.42,4201355.74,-0.19
51440,244574.13,4201338.43,-0.13
51441,244595.78,4201321.1,-0.07
51442,244617.37,4201303.74,0.0
51443,244638.92,4201286.35,0.06
51444,244660.42,4201268.95,0.12
51445,244681.88,4201251.51,0.19
51446,244703.29,4201234.0,0.26
51447,244724.66,4201216.41,0.32
51448,244745.99,4201198.76,0.39
51449,244767.33,4201181.08,0.46
51450,244788.71,4201163.37,0.53
51451,244810.17,4201145.69,0.6
51452,244831.73,4201128.04,0.67
51453,244853.39,4201110.42,0.74
51454,244875.11,4201092.79,0.81
51455,244896.82,4201075.11,0.88
51456,244918.49,4201057.35,0.95
51457,244940.08,4201039.5,1.01
51458,244961.58,4201021.58,1.08
51459,244983.02,4201003.64,1.14
51460,245004.45,4200985.73,1.21
51461,245025.9,4200967.88,1.27
51462,245047.4,4200950.12,1.33
51463,245068.94,4200932.46,1.39
51464,245090.5,4200914.87,1.44
51465,245112.08,4200897.34,1.49
51466,245133.65,4200879.82,1.54
51467,245155.2,4200862.3,1.59
51468,245176.71,4200844.76,1.64
51469,245198.2,4200827.17,1.68
51470,245219.65,4200809.53,1.72
51471,245241.05,4200791.82,1.75
51472,245262.42,4200774.01,1.78
51473,245283.76,4200756.09,1.81
51474,245305.1,4200738.09,1.84
51475,245326.48,4200720.02,1.86
51476,245347.97,4200701.89,1.87
51477,245369.62,4200683.77,1.89
51478,245391.45,4200665.66,1.9
51479,245413.52,4200647.61,1.9
51480,245435.78,4200629.63,1.9
51481,245458.23,4200611.73,1.9
51482,245480.82,4200593.9,1.89
51483,245503.51,4200576.15,1.88
51484,245526.27,4200558.47,1.87
51485,245549.07,4200540.86,1.85
51486,245571.89,4200523.32,1.82
51487,245594.7,4200505.82,1.8
51488,245617.51,4200488.36,1.77
51489,245640.27,4200470.92,1.73
51490,245662.98,4200453.47,1.7
51491,245685.61,4200435.97,1.66
51492,245708.16,4200418.4,1.62
51493,245730.64,4200400.73,1.57
51494,245753.03,4200382.96,1.53
51495,245775.37,4200365.08,1.48
51496,245797.68,4200347.1,1.43
51497,245819.98,4200329.05,1.38
51498,245842.28,4200310.93,1.32
51499,245864.61,4200292.8,1.27
51500,245886.96,4200274.67,1.22
51501,245909.34,4200256.53,1.16
51502,245931.72,4200238.4,1.11
51503,245954.11,4200220.28,1.05
51504,245976.48,4200202.13,1.0
51505,245998.86,4200183.96,0.95
51506,246021.23,4200165.76,0.9
51507,246043.61,4200147.51,0.85
51508,246066.03,4200129.2,0.8
51509,246088.48,4200110.88,0.76
51510,246111.0,4200092.52,0.71
51511,246133.58,4200074.16,0.67
51512,246156.19,4200055.82,0.64
51513,246178.84,4200037.49,0.6
51514,246201.51,4200019.18,0.57
51515,246224.18,4200000.88,0.55
51516,246246.85,4199982.57,0.53
51517,246269.51,4199964.23,0.51
51518,246292.16,4199945.86,0.5
51519,246314.82,4199927.43,0.49
51520,246337.47,4199908.92,0.48
51521,246360.12,4199890.34,0.49
51522,246382.74,4199871.68,0.49
51523,246405.35,4199852.93,0.5
51524,246427.95,4199834.12,0.52
51525,246450.57,4199815.25,0.54
51526,246473.22,4199796.34,0.57
51527,246495.92,4199777.44,0.6
51528,246518.67,4199758.57,0.63
51529,246541.5,4199739.76,0.68
51530,246564.37,4199721.05,0.72
51531,246587.29,4199702.45,0.77
51532,246610.22,4199683.99,0.83
51533,246633.14,4199665.63,0.89
51534,246656.06,4199647.35,0.95
51535,246678.96,4199629.1,1.02
51536,246701.82,4199610.86,1.09
51537,246724.61,4199592.59,1.17
51538,246747.35,4199574.28,1.25
51539,246769.97,4199555.93,1.33
51540,246792.47,4199537.54,1.41
51541,246814.86,4199519.15,1.49
51542,246837.14,4199500.76,1.58
51543,246859.34,4199482.42,1.66
51544,246881.5,4199464.11,1.75
51545,246903.62,4199445.85,1.84
51546,246925.74,4199427.61,1.93
51547,246947.85,4199409.39,2.01
51548,246969.95,4199391.18,2.1
51549,246992.0,4199372.97,2.19
51550,247014.01,4199354.77,2.27
51551,247035.97,4199336.63,2.35
51552,247057.9,4199318.55,2.43
51553,247079.78,4199300.59,2.51
51554,247101.64,4199282.73,2.59
51555,247123.45,4199264.99,2.66
51556,247145.21,4199247.34,2.73
51557,247166.88,4199229.75,2.8
51558,247188.44,4199212.19,2.86
51559,247209.88,4199194.63,2.92
51560,247231.2,4199177.08,2.98
51561,247252.42,4199159.55,3.03
51562,247273.59,4199142.06,3.08
51563,247294.71,4199124.62,3.12
51564,247315.82,4199107.26,3.16
51565,247336.92,4199089.96,3.19
51566,247358.0,4199072.68,3.22
51567,247379.02,4199055.41,3.24
51568,247400.0,4199038.12,3.26
51569,247420.94,4199020.82,3.27
51570,247441.84,4199003.49,3.28
51571,247462.77,4198986.17,3.29
51572,247483.76,4198968.89,3.28
51573,247504.86,4198951.66,3.28
51574,247526.08,4198934.49,3.27
51575,247547.43,4198917.36,3.25
51576,247568.92,4198900.22,3.23
51577,247590.5,4198883.05,3.21
51578,247612.18,4198865.84,3.18
51579,247633.93,4198848.59,3.15
51580,247655.75,4198831.33,3.11
51581,247677.62,4198814.08,3.07
51582,247699.55,4198796.88,3.02
51583,247721.55,4198779.78,2.97
51584,247743.61,4198762.79,2.92
51585,247765.73,4198745.9,2.86
51586,247787.87,4198729.11,2.8
51587,247810.02,4198712.34,2.74
51588,247832.14,4198695.55,2.68
51589,247854.2,4198678.67,2.61
51590,247876.14,4198661.62,2.54
51591,247897.95,4198644.35,2.47
51592,247919.62,4198626.85,2.4
51593,247941.17,4198609.15,2.33
51594,247962.64,4198591.27,2.25
51595,247984.07,4198573.27,2.18
51596,248005.52,4198555.21,2.11
51597,248027.01,4198537.16,2.03
51598,248048.56,4198519.12,1.96
51599,248070.16,4198501.11,1.88
51600,248091.79,4198483.15,1.81
51601,248113.43,4198465.23,1.74
51602,248135.07,4198447.34,1.67
51603,248156.67,4198429.49,1.61
51604,248178.23,4198411.65,1.54
51605,248199.77,4198393.83,1.48
51606,248221.28,4198375.99,1.42
51607,248242.78,4198358.16,1.36
51608,248264.3,4198340.3,1.31
51609,248285.83,4198322.46,1.26
51610,248307.4,4198304.66,1.21
51611,248329.02,4198286.92,1.17
51612,248350.71,4198269.27,1.13
51613,248372.43,4198251.71,1.09
51614,248394.19,4198234.21,1.06
51615,248415.97,4198216.74,1.03
51616,248437.74,4198199.28,1.0
51617,248459.53,4198181.8,0.98
51618,248481.32,4198164.3,0.96
51619,248503.14,4198146.8,0.95
51620,248525.0,4198129.32,0.94
51621,248546.9,4198111.89,0.93
51622,248568.83,4198094.5,0.93
51623,248590.76,4198077.16,0.93
51624,248612.67,4198059.87,0.93
51625,248634.54,4198042.61,0.94
51626,248656.35,4198025.39,0.95
51627,248678.1,4198008.18,0.96
51628,248699.8,4197991.0,0.98
51629,248721.45,4197973.84,0.99
51630,248743.08,4197956.7,1.01
51631,248764.67,4197939.6,1.04
51632,248786.25,4197922.5,1.06
51633,248807.8,4197905.41,1.09
51634,248829.35,4197888.31,1.11
51635,248850.88,4197871.19,1.14
51636,248872.38,4197854.05,1.17
51637,248893.84,4197836.85,1.2
51638,248915.26,4197819.61,1.24
51639,248936.63,4197802.3,1.27
51640,248957.94,4197784.93,1.3
51641,248979.2,4197767.5,1.33
51642,249000.43,4197750.04,1.37
51643,249021.63,4197732.55,1.4
51644,249042.84,4197715.06,1.43
51645,249064.05,4197697.55,1.47
51646,249085.26,4197680.05,1.5
51647,249106.47,4197662.54,1.53
51648,249127.67,4197645.02,1.56
51649,249148.82,4197627.47,1.59
51650,249169.94,4197609.93,1.62
51651,249191.02,4197592.38,1.65
51652,249212.04,4197574.84,1.68
51653,249233.03,4197557.31,1.71
51654,249253.99,4197539.83,1.73
51655,249274.94,4197522.39,1.76
51656,249295.9,4197505.01,1.78
51657,249316.89,4197487.69,1.81
51658,249337.89,4197470.44,1.83
51659,249358.94,4197453.27,1.85
51660,249380.03,4197436.14,1.87
51661,249401.13,4197419.03,1.89
51662,249422.27,4197401.91,1.91
51663,249443.42,4197384.75,1.93
51664,249464.59,4197367.51,1.95
51665,249485.78,4197350.21,1.97
51666,249507.01,4197332.86,1.99
51667,249528.27,4197315.45,2.01
51668,249549.57,4197298.03,2.03
51669,249570.91,4197280.6,2.05
51670,249592.27,4197263.15,2.06
51671,249613.64,4197245.69,2.08
51672,249635.01,4197228.2,2.1
51673,249656.37,4197210.69,2.12
51674,249677.75,4197193.16,2.14
51675,249699.16,4197175.63,2.16
51676,249720.6,4197158.15,2.18
51677,249742.07,4197140.68,2.2
51678,249763.55,4197123.26,2.22
51679,249785.05,4197105.87,2.25
51680,249806.54,4197088.45,2.27
51681,249828.01,4197071.01,2.3
51682,249849.44,4197053.52,2.32
51683,249870.86,4197036.01,2.35
51684,249892.26,4197018.47,2.38
51685,249913.66,4197000.94,2.41
51686,249935.08,4196983.46,2.44
51687,249956.5,4196966.04,2.47
51688,249977.94,4196948.7,2.51
51689,249999.41,4196931.45,2.54
51690,250020.9,4196914.28,2.58
51691,250042.42,4196897.19,2.62
51692,250063.98,4196880.17,2.66
51693,250085.58,4196863.21,2.69
51694,250107.21,4196846.28,2.74
51695,250128.85,4196829.38,2.78
51696,250150.51,4196812.49,2.82
51697,250172.18,4196795.62,2.86
51698,250193.86,4196778.71,2.9
51699,250215.54,4196761.8,2.95
51700,250237.23,4196744.87,2.99
51701,250258.92,4196727.89,3.03
51702,250280.59,4196710.86,3.08
51703,250302.23,4196693.8,3.12
51704,250323.83,4196676.7,3.16
51705,250345.37,4196659.57,3.2
51706,250366.86,4196642.41,3.24
51707,250388.29,4196625.21,3.28
51708,250409.66,4196608.0,3.32
51709,250430.95,4196590.71,3.36
51710,250452.16,4196573.36,3.4
51711,250473.27,4196555.91,3.43
51712,250494.3,4196538.35,3.47
51713,250515.27,4196520.7,3.5
51714,250536.19,4196502.99,3.53
51715,250557.14,4196485.24,3.56
51716,250578.14,4196467.49,3.59
51717,250599.23,4196449.74,3.62
51718,250620.41,4196432.04,3.65
51719,250641.66,4196414.35,3.67
51720,250662.99,4196396.68,3.7
51721,250684.32,4196379.04,3.72
51722,250705.65,4196361.43,3.74
51723,250726.94,4196343.84,3.76
51724,250748.17,4196326.3,3.78
51725,234766.59,4209034.6,-12.83
51726,234789.13,4209015.86,-12.8
51727,234811.72,4208997.13,-12.76
51728,234834.35,4208978.46,-12.73
51729,234857.05,4208959.84,-12.7
51730,234879.8,4208941.29,-12.67
51731,234902.58,4208922.8,-12.64
51732,234925.41,4208904.37,-12.61
51733,234948.28,4208886.0,-12.58
51734,234971.21,4208867.69,-12.55
51735,234994.24,4208849.45,-12.52
51736,235017.37,4208831.29,-12.49
51737,235040.63,4208813.21,-12.46
51738,235064.0,4208795.18,-12.43
51739,235087.44,4208777.16,-12.4
51740,235110.93,4208759.1,-12.37
51741,235134.41,4208740.99,-12.34
51742,235157.84,4208722.77,-12.31
51743,235181.22,4208704.48,-12.27
51744,235204.55,4208686.13,-12.24
51745,235227.84,4208667.75,-12.21
51746,235251.11,4208649.38,-12.17
51747,235274.39,4208631.04,-12.13
51748,235297.67,4208612.72,-12.09
51749,235320.93,4208594.41,-12.05
51750,235344.18,4208576.09,-12.0
51751,235367.37,4208557.75,-11.96
51752,235390.49,4208539.4,-11.91
51753,235413.5,4208521.02,-11.85
51754,235436.39,4208502.65,-11.8
51755,235459.14,4208484.3,-11.74
51756,235481.74,4208465.95,-11.68
51757,235504.17,4208447.62,-11.61
51758,235526.47,4208429.27,-11.54
51759,235548.63,4208410.92,-11.47
51760,235570.68,4208392.56,-11.4
51761,235592.65,4208374.17,-11.32
51762,235614.57,4208355.76,-11.24
51763,235636.45,4208337.34,-11.16
51764,235658.32,4208318.89,-11.07
51765,235680.19,4208300.39,-10.98
51766,235702.09,4208281.84,-10.89
51767,235724.01,4208263.21,-10.79
51768,235745.98,4208244.52,-10.69
51769,235768.02,4208225.79,-10.59
51770,235790.12,4208207.06,-10.48
51771,235812.31,4208188.37,-10.37
51772,235834.57,4208169.75,-10.26
51773,235856.89,4208151.21,-10.15
51774,235879.23,4208132.75,-10.03
51775,235901.59,4208114.35,-9.92
51776,235923.92,4208096.0,-9.8
51777,235946.22,4208077.67,-9.68
51778,235968.49,4208059.33,-9.56
51779,235990.74,4208040.99,-9.44
51780,236012.98,4208022.64,-9.32
51781,236035.23,4208004.27,-9.2
51782,236057.51,4207985.93,-9.09
51783,236079.84,4207967.6,-8.97
51784,236102.21,4207949.3,-8.85
51785,236124.6,4207931.05,-8.74
51786,236147.03,4207912.85,-8.62
51787,236169.47,4207894.69,-8.51
51788,236191.92,4207876.6,-8.41
51789,236214.36,4207858.56,-8.3
51790,236236.79,4207840.56,-8.2
51791,236259.23,4207822.62,-8.1
51792,236281.67,4207804.69,-8.01
51793,236304.12,4207786.8,-7.91
51794,236326.57,4207768.96,-7.83
51795,236349.02,4207751.14,-7.74
51796,236371.46,4207733.39,-7.66
51797,236393.91,4207715.72,-7.59
51798,236416.33,4207698.14,-7.52
51799,236438.74,4207680.66,-7.46
51800,236461.14,4207663.3,-7.4
51801,236483.5,4207646.02,-7.35
51802,236505.81,4207628.82,-7.3
51803,236528.05,4207611.64,-7.25
51804,236550.2,4207594.48,-7.22
51805,236572.25,4207577.29,-7.18
51806,236594.18,4207560.06,-7.15
51807,236615.98,4207542.79,-7.13
51808,236637.68,4207525.5,-7.11
51809,236659.27,4207508.2,-7.1
51810,236680.76,4207490.9,-7.09
51811,236702.15,4207473.57,-7.09
51812,236723.44,4207456.22,-7.09
51813,236744.61,4207438.84,-7.09
51814,236765.67,4207421.41,-7.1
51815,236786.59,4207403.94,-7.11
51816,236807.41,4207386.45,-7.13
51817,236828.14,4207368.98,-7.15
51818,236848.8,4207351.53,-7.18
51819,236869.41,4207334.15,-7.21
51820,236890.02,4207316.82,-7.24
51821,236910.61,4207299.54,-7.28
51822,236931.22,4207282.25,-7.32
51823,236951.84,4207264.95,-7.36
51824,236972.47,4207247.59,-7.4
51825,236993.11,4207230.19,-7.45
51826,237013.76,4207212.72,-7.5
51827,237034.41,4207195.21,-7.56
51828,237055.06,4207177.64,-7.61
51829,237075.69,4207160.03,-7.67
51830,237096.33,4207142.38,-7.73
51831,237116.97,4207124.67,-7.79
51832,237137.64,4207106.92,-7.86
51833,237158.36,4207089.11,-7.92
51834,237179.19,4207071.29,-7.99
51835,237200.13,4207053.46,-8.06
51836,237221.26,4207035.67,-8.13
51837,237242.57,4207017.94,-8.2
51838,237264.09,4207000.31,-8.27
51839,237285.81,4206982.76,-8.34
51840,237307.72,4206965.31,-8.41
51841,237329.8,4206947.94,-8.48
51842,237352.02,4206930.62,-8.55
51843,237374.34,4206913.32,-8.63
51844,237396.74,4206896.04,-8.7
51845,237419.16,4206878.76,-8.77
51846,237441.59,4206861.46,-8.83
51847,237464.0,4206844.14,-8.9
51848,237486.35,4206826.76,-8.96
51849,237508.64,4206809.35,-9.03
51850,237530.87,4206791.87,-9.09
51851,237553.03,4206774.33,-9.15
51852,237575.14,4206756.74,-9.21
51853,237597.2,4206739.12,-9.26
51854,237619.23,4206721.52,-9.31
51855,237641.22,4206703.93,-9.36
51856,237663.18,4206686.39,-9.41
51857,237685.11,4206668.88,-9.45
51858,237706.99,4206651.41,-9.49
51859,237728.83,4206633.95,-9.53
51860,237750.61,4206616.46,-9.57
51861,237772.35,4206598.93,-9.6
51862,237794.04,4206581.35,-9.63
51863,237815.67,4206563.71,-9.65
51864,237837.25,4206546.03,-9.68
51865,237858.78,4206528.32,-9.7
51866,237880.27,4206510.61,-9.71
51867,237901.71,4206492.9,-9.73
51868,237923.14,4206475.23,-9.74
51869,237944.56,4206457.59,-9.74
51870,237966.0,4206439.98,-9.74
51871,237987.47,4206422.4,-9.74
51872,238008.99,4206404.84,-9.74
51873,238030.57,4206387.28,-9.73
51874,238052.21,4206369.72,-9.72
51875,238073.88,4206352.18,-9.71
51876,238095.6,4206334.66,-9.7
51877,238117.34,4206317.17,-9.68
51878,238139.11,4206299.74,-9.65
51879,238160.88,4206282.37,-9.63
51880,238182.66,4206265.03,-9.6
51881,238204.45,4206247.7,-9.57
51882,238226.23,4206230.36,-9.54
51883,238248.03,4206212.97,-9.5
51884,238269.85,4206195.51,-9.46
51885,238291.68,4206177.95,-9.42
51886,238313.54,4206160.31,-9.38
51887,238335.43,4206142.59,-9.33
51888,238357.35,4206124.8,-9.29
51889,238379.33,4206106.96,-9.24
51890,238401.37,4206089.08,-9.19
51891,238423.5,4206071.15,-9.14
51892,238445.71,4206053.17,-9.08
51893,238468.01,4206035.13,-9.03
51894,238490.38,4206017.02,-8.97
51895,238512.83,4205998.81,-8.92
51896,238535.31,4205980.52,-8.86
51897,238557.8,4205962.11,-8.8
51898,238580.27,4205943.61,-8.74
51899,238602.73,4205925.02,-8.69
51900,238625.16,4205906.38,-8.63
51901,238647.59,4205887.74,-8.57
51902,238670.01,4205869.11,-8.52
51903,238692.44,4205850.53,-8.46
51904,238714.9,4205832.0,-8.41
51905,238737.36,4205813.51,-8.35
51906,238759.82,4205795.04,-8.3
51907,238782.31,4205776.58,-8.25
51908,238804.8,4205758.1,-8.2
51909,238827.33,4205739.6,-8.16
51910,238849.91,4205721.08,-8.11
51911,238872.56,4205702.57,-8.07
51912,238895.27,4205684.09,-8.03
51913,238918.03,4205665.67,-8.0
51914,238940.85,4205647.29,-7.96
51915,238963.68,4205628.96,-7.93
51916,238986.53,4205610.7,-7.9
51917,239009.37,4205592.47,-7.87
51918,239032.22,4205574.29,-7.85
51919,239055.06,4205556.14,-7.83
51920,239077.88,4205538.0,-7.82
51921,239100.64,4205519.87,-7.8
51922,239123.31,4205501.77,-7.79
51923,239145.86,4205483.68,-7.79
51924,239168.26,4205465.61,-7.78
51925,239190.52,4205447.57,-7.78
51926,239212.64,4205429.58,-7.79
51927,239234.66,4205411.62,-7.79
51928,239256.6,4205393.7,-7.8
51929,239278.5,4205375.79,-7.81
51930,239300.36,4205357.87,-7.82
51931,239322.23,4205339.92,-7.84
51932,239344.09,4205321.95,-7.86
51933,239365.96,4205303.97,-7.88
51934,239387.84,4205286.0,-7.9
51935,239409.75,4205268.08,-7.93
51936,239431.71,4205250.25,-7.95
51937,239453.74,4205232.49,-7.98
51938,239475.82,4205214.77,-8.01
51939,239497.97,4205197.08,-8.04
51940,239520.19,4205179.36,-8.07
51941,239542.45,4205161.58,-8.1
51942,239564.78,4205143.72,-8.13
51943,239587.15,4205125.78,-8.16
51944,239609.57,4205107.78,-8.2
51945,239632.06,4205089.72,-8.23
51946,239654.58,4205071.63,-8.26
51947,239677.14,4205053.5,-8.29
51948,239699.73,4205035.35,-8.31
51949,239722.35,4205017.17,-8.34
51950,239744.99,4204998.97,-8.37
51951,239767.65,4204980.74,-8.39
51952,239790.33,4204962.5,-8.41
51953,239813.05,4204944.26,-8.43
51954,239835.81,4204926.03,-8.44
51955,239858.6,4204907.79,-8.45
51956,239881.41,4204889.57,-8.46
51957,239904.25,4204871.33,-8.46
51958,239927.1,4204853.1,-8.46
51959,239949.98,4204834.85,-8.46
51960,239972.87,4204816.58,-8.45
51961,239995.77,4204798.29,-8.43
51962,240018.69,4204779.96,-8.41
51963,240041.64,4204761.59,-8.39
51964,240064.59,4204743.17,-8.36
51965,240087.55,4204724.7,-8.32
51966,240110.52,4204706.16,-8.28
51967,240133.5,4204687.56,-8.24
51968,240156.49,4204668.91,-8.19
51969,240179.49,4204650.23,-8.13
51970,240202.5,4204631.54,-8.06
51971,240225.48,4204612.84,-8.0
51972,240248.43,4204594.16,-7.92
51973,240271.3,4204575.48,-7.84
51974,240294.08,4204556.8,-7.76
51975,240316.74,4204538.14,-7.66
51976,240339.28,4204519.49,-7.57
51977,240361.73,4204500.87,-7.47
51978,240384.1,4204482.29,-7.36
51979,240406.39,4204463.78,-7.25
51980,240428.65,4204445.33,-7.14
51981,240450.88,4204426.96,-7.02
51982,240473.07,4204408.65,-6.9
51983,240495.23,4204390.42,-6.78
51984,240517.32,4204372.25,-6.65
51985,240539.35,4204354.13,-6.52
51986,240561.28,4204336.09,-6.38
51987,240583.11,4204318.08,-6.25
51988,240604.83,4204300.15,-6.11
51989,240626.44,4204282.26,-5.97
51990,240647.95,4204264.41,-5.83
51991,240669.37,4204246.6,-5.69
51992,240690.74,4204228.8,-5.55
51993,240712.08,4204211.05,-5.41
51994,240733.42,4204193.34,-5.26
51995,240754.77,4204175.7,-5.12
51996,240776.16,4204158.12,-4.98
51997,240797.56,4204140.64,-4.84
51998,240818.97,4204123.21,-4.7
51999,240840.36,4204105.82,-4.56
52000,240861.71,4204088.44,-4.42
52001,240883.03,4204071.1,-4.28
52002,240904.31,4204053.78,-4.14
52003,240925.56,4204036.52,-4.01
52004,240946.81,4204019.36,-3.88
52005,240968.08,4204002.31,-3.75
52006,240989.39,4203985.39,-3.63
52007,241010.74,4203968.57,-3.5
52008,241032.15,4203951.83,-3.38
52009,241053.57,4203935.1,-3.27
52010,241075.01,4203918.36,-3.16
52011,241096.43,4203901.58,-3.05
52012,241117.84,4203884.77,-2.94
52013,241139.24,4203867.91,-2.84
52014,241160.63,4203851.07,-2.74
52015,241182.03,4203834.23,-2.65
52016,241203.46,4203817.4,-2.56
52017,241224.92,4203800.57,-2.47
52018,241246.41,4203783.71,-2.39
